,FdI,PD,FI,M5S,LN
FdI,0.2843573109046261,0.0,0.0,0.0,0.0
PD,0.28372000987269574,0.27695797424068547,0.0,0.0,0.0
FI,0.280918285446753,0.2741868250970799,0.27113105440737295,0.0,0.0
M5S,0.2910444759564683,0.285671954867585,0.28296626698778227,0.29288590697597994,0.0
LN,0.2799385839545644,0.27169864723176074,0.2681693966962433,0.2811104890660807,0.2602331446843089
