,FdI,PD,FI,M5S,LN
FdI,0.21420932940920523,0.0,0.0,0.0,0.0
PD,0.21462357167287993,0.24436137397400592,0.0,0.0,0.0
FI,0.23270607371809804,0.25236248506279524,0.2535586204912551,0.0,0.0
M5S,0.23243459403625333,0.2566989070383989,0.2625107027675838,0.26762668220493946,0.0
LN,0.20985211520469704,0.23946554553597132,0.24425804408364649,0.25381323492318286,0.22879814960166878
