,FdI,PD,FI,M5S,LN
FdI,0.2965828863845401,0.0,0.0,0.0,0.0
PD,0.3110369913718146,0.31438007010887337,0.0,0.0,0.0
FI,0.2989731143403149,0.3104313596493874,0.30080178776199407,0.0,0.0
M5S,0.2981467125871704,0.30774750526656747,0.300885090945598,0.2975198799996551,0.0
LN,0.3415408873211292,0.33252897468837606,0.33136345695912184,0.3245586063226322,0.3407848544205059
