,M5S,PD,LN,FI
M5S,0.2415769486672229,0.0,0.0,0.0
PD,0.2526047375606435,0.2598094736597205,0.0,0.0
LN,0.2451625146308165,0.25335979698240985,0.2454257193250704,0.0
FI,0.24314899122253752,0.24493381915781787,0.24104586561232433,0.21129141386557249
