,FdI,PD,FI,M5S,LN
FdI,0.23966705951814216,0.0,0.0,0.0,0.0
PD,0.24640299259823983,0.24646493372023126,0.0,0.0,0.0
FI,0.23640998297972438,0.23740770785427256,0.23630933520642983,0.0,0.0
M5S,0.2709044835480955,0.26081152268439767,0.26051887696925236,0.24388922290561432,0.0
LN,0.23699920927089912,0.2327821715859223,0.22353294186195094,0.25075598602105653,0.2129261223756892
