,FdI,PD,FI,M5S,LN
FdI,0.2763838768703861,0.0,0.0,0.0,0.0
PD,0.2916630580863334,0.2989381661131507,0.0,0.0,0.0
FI,0.29159697734747614,0.29533667286869447,0.2908069763749316,0.0,0.0
M5S,0.2961132095421255,0.30202243705070553,0.2973766545794987,0.30486340982308613,0.0
LN,0.28218536150319395,0.2925714649446628,0.28783106312063345,0.29371949346869797,0.2800689989135182
