,FdI,PD,FI,M5S,LN
FdI,0.19529521305694886,0.0,0.0,0.0,0.0
PD,0.23609525008724874,0.2550380526290986,0.0,0.0,0.0
FI,0.20677258515982944,0.225649848546995,0.19464920224561189,0.0,0.0
M5S,0.16857255590517484,0.18543819910016646,0.16178871349792823,0.11355501971516813,0.0
LN,0.21549663629115823,0.23503838266485066,0.21221932074652639,0.1754196641182877,0.22768908884677808
