,FdI,PD,FI,M5S,LN
FdI,0.20062872385841768,0.0,0.0,0.0,0.0
PD,0.23400146522385468,0.16958634053003685,0.0,0.0,0.0
FI,0.25218671434461526,0.23448675104294336,0.2614997421427929,0.0,0.0
M5S,0.2204474139618312,0.20089137471605545,0.24874375722346098,0.18190436742214278,0.0
LN,0.27581239224057097,0.237228893622778,0.2779551817224516,0.2661982748860533,0.258159316896729
