,FdI,PD,FI,M5S,LN
FdI,0.26837147265855565,0.0,0.0,0.0,0.0
PD,0.2651049223937463,0.25572751042946895,0.0,0.0,0.0
FI,0.26221590297185005,0.2545171051601136,0.2514073444397241,0.0,0.0
M5S,0.2710582121934463,0.2676540241922094,0.2656528342594393,0.2666883367611911,0.0
LN,0.2633447888299,0.2607828587022262,0.2574545065780054,0.2644684777781249,0.2583469040130538
