,FdI,PD,FI,M5S,LN
FdI,0.2255875834568204,0.0,0.0,0.0,0.0
PD,0.23372144460797928,0.22329246385366575,0.0,0.0,0.0
FI,0.22390163030707755,0.22422635114565426,0.21399420624008902,0.0,0.0
M5S,0.23823042699432706,0.23305609377939873,0.2279680996845589,0.23779252139684592,0.0
LN,0.22434192402278585,0.2270181369234593,0.21594019342172854,0.22893578685925253,0.21429168861737768
