,FdI,PD,FI,M5S,LN
FdI,0.26951993454700807,0.0,0.0,0.0,0.0
PD,0.27862806620849445,0.2807560932020855,0.0,0.0,0.0
FI,0.2765577551276611,0.2806126950947273,0.2770114224661475,0.0,0.0
M5S,0.2757913225110077,0.28244805782587823,0.2797097370756787,0.27873950316558826,0.0
LN,0.2742194971744546,0.279285473558335,0.2765533163238052,0.2794122306406308,0.27340473138596744
