,FdI,PD,FI,M5S,LN
FdI,0.278102411978437,0.0,0.0,0.0,0.0
PD,0.26900928534111346,0.2531133668194857,0.0,0.0,0.0
FI,0.2681852222588067,0.25639462025965887,0.25562558066486984,0.0,0.0
M5S,0.28188378400456926,0.2718965957035586,0.26883848989600145,0.2793735506253482,0.0
LN,0.2741505450593902,0.261352519251851,0.2598800857999185,0.2733371250197726,0.2618835592220352
