,FdI,PD,FI,M5S,LN
FdI,0.27547807847598726,0.0,0.0,0.0,0.0
PD,0.26553669863839224,0.2503484101621365,0.0,0.0,0.0
FI,0.2588672439182653,0.24135965842316476,0.24685320166226554,0.0,0.0
M5S,0.27178779680604315,0.2510388313519202,0.25879483522329993,0.24367534271076963,0.0
LN,0.25945179970369936,0.23962378185519673,0.24525800440773216,0.25019215958867547,0.24708916345557086
